Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Selling Price Per Unit,Shipping Cost,Profit,Ship Mode,Customer Name,Province,Region_Code,Customer Segment ID,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Region Name,Customer Segment,Day Name,Year,Days to Pack,Day Type
5250,37349,2010-02-15 00:00:00,Critical,8,649.51,0.03,78.69,19.99,122.43,Express Air,Bill Stewart,Ontario,5,2,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box,0.43,2010-02-17 00:00:00,North,Corporate,Mon,2010,2,Weekday
5319,37828,2011-04-20 00:00:00,Low,23,486.30999999999995,0.04,20.97,4,-57.09,Regular Air,Mike Caudle,Ontario,2,2,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.77,2011-04-25 00:00:00,East,Corporate,Wed,2011,5,Weekday
5320,37828,2011-04-20 00:00:00,Low,42,206.72,0.01,4.91,0.5,101.14,Regular Air,Mike Caudle,Ontario,4,2,Office Supplies,Labels,Avery 508,Small Box,0.36,2011-04-22 00:00:00,West,Corporate,Wed,2011,2,Weekday
5336,37920,2010-07-14 00:00:00,Critical,48,415.07000000000005,0.04,8.46,8.99,-380.2,Regular Air,Andy Reiter,Ontario,5,2,Technology,Computer Peripherals,"Imation 3.5 IBM Diskettes, 10/Box",Small Pack,0.79,2010-07-16 00:00:00,North,Corporate,Wed,2010,2,Weekday
5357,38052,2012-02-15 00:00:00,Low,13,534.73,0.03,40.98,1.99,118.4,Regular Air,Erin Ashbrook,Ontario,1,1,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44,2012-02-15 00:00:00,Central,Consumer,Wed,2012,0,Weekday
5358,38080,2009-09-14 00:00:00,Not Specified,26,134.18,0.08,4.98,4.7,-56.35,Regular Air,Jim Mitchum,Ontario,4,1,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,2009-09-15 00:00:00,West,Consumer,Mon,2009,1,Weekday
5364,38145,2009-09-12 00:00:00,Not Specified,33,63.53,0.07,1.88,1.49,-17.204,Regular Air,Amy Cox,Ontario,1,4,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,2009-09-14 00:00:00,Central,Small Business,Sat,2009,2,Weekend
5365,38145,2009-09-12 00:00:00,Not Specified,8,372.64,0.01,45.98,4.8,190.6,Regular Air,Amy Cox,Ontario,3,4,Furniture,Office Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Wrap Bag,0.68,2009-09-13 00:00:00,South,Small Business,Sat,2009,1,Weekend
5405,38437,2012-05-08 00:00:00,Critical,19,4091.6,0.04,212.6,52.2,199.25,Delivery Truck,Cynthia Arntzen,Ontario,1,4,Furniture,Tables,Bush Advantage Collection® Round Conference Table,Jumbo Box,0.64,2012-05-09 00:00:00,Central,Small Business,Tue,2012,1,Weekday
5406,38437,2012-05-08 00:00:00,Critical,17,58.07,0.08,3.28,2.31,-21.4,Regular Air,Cynthia Arntzen,Ontario,3,4,Office Supplies,Pens & Art Supplies,Newell 321,Wrap Bag,0.56,2012-05-09 00:00:00,South,Small Business,Tue,2012,1,Weekday
5416,38503,2009-05-05 00:00:00,Low,47,5690.05,0.04,120.98,3.99,1726.66,Regular Air,Melanie Page,Ontario,1,2,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",Small Box,0.6,2009-05-05 00:00:00,Central,Corporate,Tue,2009,0,Weekday
5417,38503,2009-05-05 00:00:00,Low,10,564.9,0.02,55.99,5,-222.816,Regular Air,Melanie Page,Ontario,4,2,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,2009-05-05 00:00:00,West,Corporate,Tue,2009,0,Weekday
5418,38503,2009-05-05 00:00:00,Low,32,783.3599999999999,0.05,23.99,15.68,-133.71,Delivery Truck,Melanie Page,Ontario,3,2,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum,0.62,2009-05-09 00:00:00,South,Corporate,Tue,2009,4,Weekday
5422,38530,2011-04-17 00:00:00,Critical,47,1929.05,0.03,40.98,2.99,904.825,Regular Air,Dave Hallsten,Ontario,5,3,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Small Box,0.36,2011-04-17 00:00:00,North,Home Office,Sun,2011,0,Weekend
5423,38530,2011-04-17 00:00:00,Critical,13,662.58,0.05,49.43,19.99,-82.35,Regular Air,Dave Hallsten,Ontario,4,3,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",Small Box,0.57,2011-04-17 00:00:00,West,Home Office,Sun,2011,0,Weekend
5455,38726,2009-05-21 00:00:00,Medium,44,93.01,0.04,2.08,1.49,-11.281500000000001,Regular Air,Eugene Hildebrand,Ontario,1,3,Office Supplies,Binders and Binder Accessories,Economy Binders,Small Box,0.36,2009-05-23 00:00:00,Central,Home Office,Thu,2009,2,Weekday
5531,39172,2010-06-25 00:00:00,Low,38,8858.03,0.04,232.58,19.99,2574.36,Regular Air,Nancy Lomonaco,Ontario,2,3,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,Small Box,0.59,2010-07-02 00:00:00,East,Home Office,Fri,2010,7,Weekday
5532,39172,2010-06-25 00:00:00,Low,26,162.98000000000002,0,5.98,7.5,-93.73,Regular Air,Nancy Lomonaco,Ontario,1,3,Office Supplies,Paper,Xerox 1920,Small Box,0.4,2010-07-02 00:00:00,Central,Home Office,Fri,2010,7,Weekday
5547,39269,2012-10-26 00:00:00,Low,16,578.34,0.06,35.99,2.5,107.505,Regular Air,Gary Zandusky,Ontario,3,3,Technology,Telephones and Communication,Accessory1,Small Pack,0.36,2012-11-02 00:00:00,South,Home Office,Fri,2012,7,Weekday
5552,39330,2010-07-17 00:00:00,Critical,29,171.76000000000002,0,5.74,5.3,-71.96,Express Air,Andy Yotov,Ontario,5,2,Office Supplies,"Scissors, Rulers and Trimmers",Acme Kleencut® Forged Steel Scissors,Small Pack,0.55,2010-07-18 00:00:00,North,Corporate,Sat,2010,1,Weekend
5561,39365,2012-05-14 00:00:00,High,32,958.47,0.1,29.89,1.99,269.6,Express Air,Cynthia Arntzen,Ontario,1,4,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,2012-05-17 00:00:00,Central,Small Business,Mon,2012,3,Weekday
5568,39430,2009-06-13 00:00:00,Low,29,904.92,0.03,30.98,6.5,-144.2,Regular Air,Edward Becker,Ontario,3,2,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.79,2009-06-17 00:00:00,South,Corporate,Sat,2009,4,Weekend
5580,39555,2012-09-04 00:00:00,Low,38,1041.07,0.01,27.18,8.23,352.96,Regular Air,Naresj Patel,Ontario,5,2,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Small Box,0.38,2012-09-09 00:00:00,North,Corporate,Tue,2012,5,Weekday
5609,39749,2010-06-27 00:00:00,High,14,116.39,0,7.96,4.95,26.24,Regular Air,Ed Ludwig,Ontario,1,1,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,2010-06-29 00:00:00,Central,Consumer,Sun,2010,2,Weekend
5610,39749,2010-06-27 00:00:00,High,45,11941.960000000001,0.01,264.98,17.86,3497.45,Delivery Truck,Ed Ludwig,Ontario,1,1,Technology,Office Machines,Panasonic KX-P1131 Dot Matrix Printer,Jumbo Drum,0.58,2010-06-29 00:00:00,Central,Consumer,Sun,2010,2,Weekend
5611,39749,2010-06-27 00:00:00,High,43,114.2,0.06,2.6,2.4,-62.6,Regular Air,Ed Ludwig,Ontario,3,1,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,2010-06-29 00:00:00,South,Consumer,Sun,2010,2,Weekend
5622,39815,2009-04-09 00:00:00,Low,43,4996.5599999999995,0.05,115.99,8.99,841.725,Regular Air,Roy French,Ontario,1,1,Technology,Telephones and Communication,5185,Small Box,0.58,2009-04-13 00:00:00,Central,Consumer,Thu,2009,4,Weekday
5651,40001,2011-02-24 00:00:00,Medium,46,1820.07,0.1,39.48,3.99,457.03,Regular Air,Aimee Bixby,Ontario,1,3,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Small Box,0.56,2011-02-26 00:00:00,Central,Home Office,Thu,2011,2,Weekday
5708,40386,2011-02-18 00:00:00,High,28,2753.17,0,98.31,0.49,1704,Express Air,Jesus Ocampo,Ontario,3,4,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Small Box,0.36,2011-02-20 00:00:00,South,Small Business,Fri,2011,2,Weekday
5729,40647,2009-08-17 00:00:00,High,47,1946.5200000000002,0.03,40.99,19.99,267.1,Regular Air,Naresj Patel,Ontario,2,2,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,2009-08-18 00:00:00,East,Corporate,Mon,2009,1,Weekday
5796,41120,2012-07-07 00:00:00,Low,35,937.6999999999999,0.09,26.64,5.3,100.5,Regular Air,Darren Budd,Ontario,5,1,Furniture,Chairs & Chairmats,SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair,Medium Box,0,2012-07-09 00:00:00,North,Consumer,Sat,2012,2,Weekend
5797,41120,2012-07-07 00:00:00,Low,13,41.03,0.02,3.08,0.99,9.53,Regular Air,Darren Budd,Ontario,1,1,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,2012-07-09 00:00:00,Central,Consumer,Sat,2012,2,Weekend
5798,41122,2010-02-21 00:00:00,Not Specified,29,54.54,0.06,1.74,4.08,-76.88,Express Air,Darren Budd,Ontario,5,3,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack,0.53,2010-02-23 00:00:00,North,Home Office,Sun,2010,2,Weekend
5809,41187,2010-09-30 00:00:00,Low,9,50.92,0,5.58,0.7,5.34,Regular Air,Edward Nazzal,Ontario,5,4,Office Supplies,Pens & Art Supplies,Newell 314,Wrap Bag,0.6,2010-09-30 00:00:00,North,Small Business,Thu,2010,0,Weekday
5810,41187,2010-09-30 00:00:00,Low,25,149.46,0.03,5.78,4.96,-42.45,Regular Air,Edward Nazzal,Ontario,5,4,Office Supplies,Paper,Xerox 1899,Small Box,0.36,2010-10-04 00:00:00,North,Small Business,Thu,2010,4,Weekday
5815,41221,2009-09-12 00:00:00,Critical,4,358.92,0.06,80.98,35,-218.77,Regular Air,Eugene Hildebrand,Ontario,4,3,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,2009-09-13 00:00:00,West,Home Office,Sat,2009,1,Weekend
5819,41282,2009-07-04 00:00:00,Medium,39,984.8600000000001,0.08,24.92,12.98,-21.896,Regular Air,Eileen Kiefer,Ontario,1,1,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,2009-07-06 00:00:00,Central,Consumer,Sat,2009,2,Weekend
5821,41312,2012-01-31 00:00:00,Not Specified,21,831.0699999999999,0.05,39.48,1.99,140.22,Regular Air,Jonathan Howell,Ontario,5,1,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,2012-02-01 00:00:00,North,Consumer,Tue,2012,1,Weekday
5824,41318,2011-10-09 00:00:00,Low,21,1209.38,0,56.96,13.22,161.72,Express Air,Brian Stugart,Ontario,3,1,Office Supplies,Appliances,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,2011-10-18 00:00:00,South,Consumer,Sun,2011,9,Weekend
5825,41345,2012-02-02 00:00:00,Medium,36,68.47,0.04,1.88,0.79,0.37,Regular Air,Magdelene Morse,Ontario,4,3,Office Supplies,Rubber Bands,Staples Pushpins,Wrap Bag,0.5,2012-02-02 00:00:00,West,Home Office,Thu,2012,0,Weekday
5860,41604,2009-02-10 00:00:00,Medium,22,145.33,0.06,6.37,5.19,-48.2195,Regular Air,Edward Becker,Ontario,3,2,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Small Box,0.38,2009-02-11 00:00:00,South,Corporate,Tue,2009,1,Weekday
5909,41891,2011-05-22 00:00:00,High,22,918.5600000000001,0.08,40.89,18.98,-1.9499999999999886,Regular Air,Tamara Dahlen,Ontario,3,2,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,Small Box,0.57,2011-05-23 00:00:00,South,Corporate,Sun,2011,1,Weekend
5925,42022,2009-09-24 00:00:00,Medium,45,336.22,0.04,7.3,7.72,-170.177,Regular Air,Eugene Hildebrand,Ontario,5,3,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,2009-09-25 00:00:00,North,Home Office,Thu,2009,1,Weekday
5926,42022,2009-09-24 00:00:00,Medium,11,45.45,0.06,3.95,2,-9.68,Regular Air,Eugene Hildebrand,Ontario,5,3,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.53,2009-09-25 00:00:00,North,Home Office,Thu,2009,1,Weekday
5928,42081,2011-01-10 00:00:00,Low,36,192.22,0.04,5.18,5.74,-110.1585,Regular Air,Christine Phan,Ontario,2,4,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,2011-01-15 00:00:00,East,Small Business,Mon,2011,5,Weekday
5929,42081,2011-01-10 00:00:00,Low,3,34.21,0.08,10.94,1.39,-5.05,Regular Air,Christine Phan,Ontario,3,4,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Small Box,0.35,2011-01-12 00:00:00,South,Small Business,Mon,2011,2,Weekday
5930,42081,2011-01-10 00:00:00,Low,26,1724.5399999999997,0.02,65.99,8.8,183.24,Regular Air,Christine Phan,Ontario,4,4,Technology,Telephones and Communication,6120,Small Box,0.58,2011-01-15 00:00:00,West,Small Business,Mon,2011,5,Weekday
5935,42086,2010-07-22 00:00:00,High,18,51.01,0.09,2.78,0.97,-2.39,Regular Air,Erin Smith,Ontario,1,3,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,2010-07-23 00:00:00,Central,Home Office,Thu,2010,1,Weekday
5954,42246,2012-04-26 00:00:00,Not Specified,40,3104.4,0.07,77.51,4,234.03,Regular Air,Ted Trevino,Ontario,3,2,Technology,Computer Peripherals,Micro Innovations Media Access Pro Keyboard,Small Box,0.76,2012-04-27 00:00:00,South,Corporate,Thu,2012,1,Weekday
5955,42246,2012-04-26 00:00:00,Not Specified,5,24.91,0.05,4.84,0.71,-0.5,Regular Air,Ted Trevino,Ontario,3,2,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2012-04-28 00:00:00,South,Corporate,Thu,2012,2,Weekday
5990,42465,2010-12-21 00:00:00,Medium,15,102.94,0.08,6.48,5.74,-32.7,Regular Air,Tamara Dahlen,Ontario,1,2,Office Supplies,Paper,Xerox 1994,Small Box,0.37,2010-12-22 00:00:00,Central,Corporate,Tue,2010,1,Weekday
6020,42657,2011-10-03 00:00:00,Low,48,965.01,0.03,19.98,5.97,254.58,Regular Air,Eileen Kiefer,Ontario,2,1,Office Supplies,Paper,Xerox 1936,Small Box,0.38,2011-10-05 00:00:00,East,Consumer,Mon,2011,2,Weekday
6040,42820,2010-02-16 00:00:00,Low,27,145.55,0.1,5.28,2.99,-2.852,Regular Air,Ted Trevino,Ontario,5,2,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,0.37,2010-02-23 00:00:00,North,Corporate,Tue,2010,7,Weekday
6042,42848,2012-10-06 00:00:00,Not Specified,50,387.83,0.01,7.64,5.83,-56.51,Regular Air,David Philippe,Ontario,1,1,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2012-10-08 00:00:00,Central,Consumer,Sat,2012,2,Weekend
6106,43269,2009-04-10 00:00:00,Critical,16,788.3699999999999,0,48.91,5.81,355,Regular Air,James Lanier,Ontario,3,2,Office Supplies,Paper,Xerox 1891,Small Box,0.38,2009-04-12 00:00:00,South,Corporate,Fri,2009,2,Weekday
6107,43269,2009-04-10 00:00:00,Critical,24,4003.5099999999993,0.08,165.98,19.99,1336.9565,Regular Air,James Lanier,Ontario,5,2,Office Supplies,Binders and Binder Accessories,GBC DocuBind P100 Manual Binding Machine,Small Box,0.4,2009-04-12 00:00:00,North,Corporate,Fri,2009,2,Weekday
6126,43367,2010-03-09 00:00:00,Critical,3,24.580000000000002,0.08,6.48,5.14,-12.19,Regular Air,Anemone Ratner,Ontario,1,4,Office Supplies,Paper,Xerox 23,Small Box,0.37,2010-03-12 00:00:00,Central,Small Business,Tue,2010,3,Weekday
6127,43367,2010-03-09 00:00:00,Critical,16,136.07999999999998,0.04,8.34,2.64,1.72,Express Air,Anemone Ratner,Ontario,5,4,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Elite Stainless Steel Scissors,Small Pack,0.59,2010-03-10 00:00:00,North,Small Business,Tue,2010,1,Weekday
6128,43367,2010-03-09 00:00:00,Critical,18,1198.7,0.01,64.65,35,-468.64,Regular Air,Anemone Ratner,Ontario,4,4,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,2010-03-09 00:00:00,West,Small Business,Tue,2010,0,Weekday
6132,43399,2009-07-30 00:00:00,High,35,60.37,0.05,1.68,1.57,-33.34,Regular Air,Cari MacIntyre,Ontario,2,2,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2009-07-31 00:00:00,East,Corporate,Thu,2009,1,Weekday
6133,43399,2009-07-30 00:00:00,High,2,507.14,0.1,218.75,69.64,-201.27599999999998,Delivery Truck,Cari MacIntyre,Ontario,2,2,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,2009-08-01 00:00:00,East,Corporate,Thu,2009,2,Weekday
6134,43399,2009-07-30 00:00:00,High,8,122.28999999999999,0,15.04,1.97,31.94,Regular Air,Cari MacIntyre,Ontario,3,2,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag,0.39,2009-08-01 00:00:00,South,Corporate,Thu,2009,2,Weekday
6189,43875,2011-12-07 00:00:00,Critical,24,352.83,0.03,14.42,6.75,11.39,Express Air,Melanie Page,Ontario,4,2,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,2011-12-10 00:00:00,West,Corporate,Wed,2011,3,Weekday
6190,43875,2011-12-07 00:00:00,Critical,17,2710.37,0.07,150.98,143.71,117.23,Delivery Truck,Melanie Page,Ontario,1,2,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Jumbo Drum,0.55,2011-12-09 00:00:00,Central,Corporate,Wed,2011,2,Weekday
6191,43875,2011-12-07 00:00:00,Critical,40,727.71,0.01,17.98,8.51,27.64,Regular Air,Melanie Page,Ontario,3,2,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,2011-12-09 00:00:00,South,Corporate,Wed,2011,2,Weekday
6192,43875,2011-12-07 00:00:00,Critical,16,3144.83,0.02,195.99,8.99,311.09400000000005,Regular Air,Melanie Page,Ontario,5,2,Technology,Telephones and Communication,A1228,Small Box,0.58,2011-12-08 00:00:00,North,Corporate,Wed,2011,1,Weekday
6193,43875,2011-12-07 00:00:00,Critical,25,3157.44,0.07,125.99,7.69,331.29,Regular Air,Melanie Page,Ontario,1,2,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,2011-12-09 00:00:00,Central,Corporate,Wed,2011,2,Weekday
6237,44197,2009-01-20 00:00:00,High,27,3859.9399999999996,0.02,140.98,53.48,-229.79,Delivery Truck,Cynthia Arntzen,Ontario,3,4,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.65,2009-01-23 00:00:00,South,Small Business,Tue,2009,3,Weekday
6242,44229,2010-05-14 00:00:00,Medium,39,189.47,0.02,4.84,0.71,50.16,Regular Air,Erin Smith,Ontario,3,3,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2010-05-14 00:00:00,South,Home Office,Fri,2010,0,Weekday
6268,44386,2012-04-09 00:00:00,Medium,27,137.54,0.1,4.91,4.97,-75.1295,Regular Air,Chris Selesnick,Ontario,4,3,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,2012-04-11 00:00:00,West,Home Office,Mon,2012,2,Weekday
6269,44386,2012-04-09 00:00:00,Medium,43,1226.63,0.01,28.48,1.99,518.81,Regular Air,Chris Selesnick,Ontario,4,3,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2012-04-11 00:00:00,West,Home Office,Mon,2012,2,Weekday
6272,44390,2010-12-03 00:00:00,Not Specified,32,3184.35,0.03,99.23,8.99,2033.5,Regular Air,Noel Staavos,Ontario,2,3,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35,2010-12-05 00:00:00,East,Home Office,Fri,2010,2,Weekday
6303,44612,2011-03-13 00:00:00,High,6,517.1899999999999,0.06,85.99,1.25,-147.719,Regular Air,Dean Braden,Ontario,1,2,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,2011-03-15 00:00:00,Central,Corporate,Sun,2011,2,Weekend
6307,44614,2010-06-14 00:00:00,Low,18,44.96,0,2.22,5,-56.63,Express Air,George Bell,Ontario,4,2,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Small Box,0.55,2010-06-18 00:00:00,West,Corporate,Mon,2010,4,Weekday
6308,44614,2010-06-14 00:00:00,Low,27,716.26,0.06,26.31,5.89,-123.01,Regular Air,George Bell,Ontario,3,2,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,2010-06-23 00:00:00,South,Corporate,Mon,2010,9,Weekday
6309,44615,2010-05-09 00:00:00,Medium,19,37.21,0.07,1.88,1.49,-10.258,Regular Air,Edward Becker,Ontario,2,3,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,2010-05-10 00:00:00,East,Home Office,Sun,2010,1,Weekend
6331,44864,2010-06-17 00:00:00,Low,25,203.48,0.1,7.77,9.23,-171.41,Regular Air,Lena Creighton,Ontario,2,2,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,2010-06-24 00:00:00,East,Corporate,Thu,2010,7,Weekday
6336,44900,2010-02-09 00:00:00,Medium,4,49.79,0.08,11.19,5.03,-12.03,Regular Air,Joni Sundaresam,Ontario,1,3,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Small Box,0.37,2010-02-10 00:00:00,Central,Home Office,Tue,2010,1,Weekday
6340,44960,2011-05-03 00:00:00,Low,16,112.08000000000001,0.04,6.48,8.4,-72.81,Regular Air,Tamara Chand,Ontario,5,1,Office Supplies,Paper,Xerox 212,Small Box,0.37,2011-05-05 00:00:00,North,Consumer,Tue,2011,2,Weekday
6341,44960,2011-05-03 00:00:00,Low,22,194.68,0.1,8.57,6.14,-82.54,Regular Air,Tamara Chand,Ontario,3,1,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Office Executive Series Stainless Steel Trimmers,Small Pack,0.59,2011-05-03 00:00:00,South,Consumer,Tue,2011,0,Weekday
6342,44960,2011-05-03 00:00:00,Low,17,30.889999999999997,0.04,1.7,1.99,-23.69,Regular Air,Tamara Chand,Ontario,2,1,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Small Pack,0.51,2011-05-07 00:00:00,East,Consumer,Tue,2011,4,Weekday
6346,44992,2012-12-24 00:00:00,Critical,32,1673.53,0,51.98,10.17,524.73,Regular Air,Anthony Witt,Ontario,3,2,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Medium Box,0.37,2012-12-26 00:00:00,South,Corporate,Mon,2012,2,Weekday
6347,44992,2012-12-24 00:00:00,Critical,32,7069.64,0.06,218.75,69.64,-536.166,Delivery Truck,Anthony Witt,Ontario,4,2,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.72,2012-12-26 00:00:00,West,Corporate,Mon,2012,2,Weekday
6359,45125,2012-05-28 00:00:00,Critical,6,1000.8999999999999,0.09,160.98,35.02,-252.01,Delivery Truck,Erin Smith,Ontario,4,3,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,0.72,2012-05-29 00:00:00,West,Home Office,Mon,2012,1,Weekday
6360,45125,2012-05-28 00:00:00,Critical,32,5636.67,0,175.99,4.99,1193.112,Regular Air,Erin Smith,Ontario,5,3,Technology,Telephones and Communication,5165,Small Box,0.59,2012-05-29 00:00:00,North,Home Office,Mon,2012,1,Weekday
6371,45190,2010-11-19 00:00:00,High,13,2006.4499999999998,0,150.98,43.71,135.26,Delivery Truck,George Ashbrook,Ontario,2,4,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Jumbo Drum,0.55,2010-11-19 00:00:00,East,Small Business,Fri,2010,0,Weekday
6401,45414,2009-02-11 00:00:00,Critical,17,1085.6599999999999,0.08,60.98,49,-563.86,Regular Air,George Ashbrook,Ontario,2,1,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,2009-02-12 00:00:00,East,Consumer,Wed,2009,1,Weekday
6429,45700,2012-11-13 00:00:00,High,43,1641.0800000000002,0.02,38.06,4.5,518.48,Regular Air,Nat Carroll,Ontario,3,3,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Small Box,0.56,2012-11-13 00:00:00,South,Home Office,Tue,2012,0,Weekday
6443,45824,2009-12-06 00:00:00,Not Specified,44,6220.13,0.08,140.81,24.49,1232.79,Regular Air,Duane Huffman,Ontario,5,1,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,2009-12-08 00:00:00,North,Consumer,Sun,2009,2,Weekend
6461,45991,2011-02-14 00:00:00,Low,1,136.82,0.1,100.98,35.84,-68.16,Delivery Truck,George Ashbrook,Ontario,4,1,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,2011-02-16 00:00:00,West,Consumer,Mon,2011,2,Weekday
6462,45991,2011-02-14 00:00:00,Low,50,207,0.07,4.13,0.5,82.6,Regular Air,George Ashbrook,Ontario,5,1,Office Supplies,Labels,Avery 506,Small Box,0.39,2011-02-18 00:00:00,North,Consumer,Mon,2011,4,Weekday
6502,46307,2011-02-06 00:00:00,Medium,32,645.13,0.05,19.98,5.77,175.97,Regular Air,Jonathan Howell,Ontario,4,1,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,2011-02-06 00:00:00,West,Consumer,Sun,2011,0,Weekend
6503,46307,2011-02-06 00:00:00,Medium,27,1160.74,0.01,42.76,6.22,283.14,Regular Air,Jonathan Howell,Ontario,2,1,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,0,2011-02-09 00:00:00,East,Consumer,Sun,2011,3,Weekend
